NSN,rep_office,common_name,Description,Price,UI,AAC
5120001985403,Hardware,Hex Key,Long series has a long arm length for reaching difficult areas or for providing greater leverage. This hex key (Allen) wrench tightens & loosens fasteners with a hexagonal hole in the screw head. This Lshaped tool has a double ended shaft that bends 90° ,31.72,EA,H
5120001997767,Hardware,Socket (Regular Length),"Type I: Sockets, Class 1: Sockets (12 Point), Style A: Standard Length. These high strength, 12 point, thin wall sockets are perfect for getting into those narrow spaces that the regular sockets can't get to. Described by: (Drive size, Size, Coating) AS95",10.41,EA,H
5120001997771,Hardware,Socket (Regular Length),"Type I: Sockets, Class 1: Sockets (12 Point), Style A: Standard Length. These high strength, 12 point, thin wall sockets are perfect for getting into those narrow spaces that the regular sockets can't get to. Described by: (Drive size, Size, Coating) AS95",21.8,EA,H
5120002034656,Hardware,Blacksmith's/Engineer's Hammer (Sledge),"This Engineer's double faced sledge hammer features an octagonal face on each end of the head. These hardened, heavy striking tools will have a striking face on one end and a striking face or a special purpose striking end on the other. The head has a cor",14.73,EA,H
5120002034766,Hardware,Lug Nut Wrench,"Has 11/16, 11/4 and 11/2"" hexagonal sockets and a 13/16"" square socket. Type 1: This one piece, quad ended lug nut wrench is a cross design and the angle between any two adjacent arms will be 90°. These heavy duty tire wrenches are for removing wheel l",79.94,EA,H
5120002034794,Hardware,Wrench (Open End) (Single Head),"This wrench has single 30° angled open end & is chrome plated. The thin head is perfect for use on hexagonal & square jam nuts & in confined spaces. Described by (Wrench Size, Length). AA1353.",21.93,EA,H
5120002034795,Hardware,Wrench (Open End) (Single Head),"This wrench has single 30° angled open end & is chrome plated. The thin head is perfect for use on hexagonal & square jam nuts & in confined spaces. Described by (Wrench Size, Length). AA1353.",19.98,EA,H
5120002034804,Hardware,Wrench (Open End) (Single Head),"This wrench has single 30° angled open end & is chrome plated. The thin head is perfect for use on hexagonal & square jam nuts & in confined spaces. Described by (Wrench Size, Length). AA1353.",17.37,EA,H
5120002034807,Hardware,Wrench (Open End) (Single Head),"This wrench has single 30° angled open end & is chrome plated. The thin head is perfect for use on hexagonal & square jam nuts & in confined spaces. Described by (Wrench Size, Length). AA1353.",14.5,EA,H
5120002034810,Hardware,Wrench (Open End) (Single Head),"This wrench has single 30° angled open end & is chrome plated. The thin head is perfect for use on hexagonal & square jam nuts & in confined spaces. Described by (Wrench Size, Length). AA1353.",16.17,EA,H
5120002034812,Hardware,Wrench (Open End) (Single Head),"This wrench has single 30° angled open end & is chrome plated. The thin head is perfect for use on hexagonal & square jam nuts & in confined spaces. Described by (Wrench Size, Length). AA1353.",15.66,EA,H
5120002036431,Hardware,C Clamp,"Clamp consists of a forged steel frame and a steel screw. Used for clamping and holding materials in a fixed position. Features a smooth, flat, round anvil. Steel swivel is securely attached to the adjusting screw. Nonremovable handle is inserted through",44.85,EA,H
5120002036436,Hardware,C Clamp,"Clamp consists of a forged steel frame and a steel screw. Used for clamping and holding materials in a fixed position. Features a smooth, flat, round anvil. Steel swivel is securely attached to the adjusting screw. Nonremovable handle is inserted through",39.72,EA,H
5120002036437,Hardware,C Clamp,"Clamp consists of a forged steel frame and a steel screw. Used for clamping and holding materials in a fixed position. Features a smooth, flat, round anvil. Steel swivel is securely attached to the adjusting screw. Nonremovable handle is inserted through",53.15,EA,H
5120002041999,Hardware,"Socket Set (Standard, Mixed)","This socket set consists of (21) pieces: (14) regular length sockets in sizes: (7/8"", 15/16"", 1"", 11/16"", 11/8"", 11/4"", 15/16"", 17/16"", 11/2"", 19/16"", 15/8"", 113/16"", 17/8"" and 2""), (3) handles: (20"" long hinged, reversible ratchet and sliding T",435.47,SE,H
5120002211072,Hardware,Punches (Center),"IAW GSA PD 5120002211072. Automatic, adjustabletype punch makes distinct impressions on steel, brass, aluminum and wood. Strikes a blow when hand pressure is applied to handle. Screw cap adjusts the force of the stroke. Consists of a highgrade tool s",6.25,EA,H
5120002211117,Hardware,Machinist's Vise,This cast or forged steel machinist's vise is for machine shop use. The jaws are milled parallel and have replaceable hardened steel serrated jaws. The swivel base has three mounting holes and rotates to any position and has a positive locking mechanism.,756.62,EA,H
5120002211122,Hardware,Bench Vise (Clamp Base),"Utility bench vise for small, light holding operations. Cast iron or forged body and jaws. Two steel guide rods allow for easy opening and closing. Yoke style screw clamp mounts vise to bench tops having a thickness of 1/2"" to 17/8"".",42.93,EA,H
5120002211146,Hardware,Grommet Inserting Punch & Die (Spur),"Punch & die are used for inserting spur style grommets in duck, canvas, leather, rubber & similar materials. Tools are made of steel. Grommets are not included.",33.57,EA,H
5120002211147,Hardware,Grommet Inserting Punch & Die (Spur),"Punch & die are used for inserting spur style grommets in duck, canvas, leather, rubber & similar materials. Tools are made of steel. Grommets are not included.",35.71,EA,H
5120002211148,Hardware,Grommet Inserting Punch & Die (Spur),"Punch & die are used for inserting spur style grommets in duck, canvas, leather, rubber & similar materials. Tools are made of steel. Grommets are not included.",36.82,EA,H
5120002211149,Hardware,Grommet Inserting Punch & Die (Spur),"Punch & die are used for inserting spur style grommets in duck, canvas, leather, rubber & similar materials. Tools are made of steel. Grommets are not included.",42.79,EA,H
5120002211151,Hardware,Grommet Inserting Punch & Die (Spur),"Punch & die are used for inserting spur style grommets in duck, canvas, leather, rubber & similar materials. Tools are made of steel. Grommets are not included.",54.33,EA,H
5120002211506,Hardware,Vise Jaw Caps,Used to protect the jaw faces of a vise & provide a secure hold.,29.88,PR,H
5120002211536,Hardware,Putty Knife,"Use for efficiency in scraping, glazing work and application of wood fillers and putty like materials. Described by (Blade Length x Width, Flexibility).",1.25,EA,H
5120002211542,Hardware,Scratch Awl,"Has a carbon steel blade for scribing lines on wood, metal and similar materials. Rollresistant handle: Wood has a metal ferrule with a minimum length of 7/8"", and plastic does not have a ferrule.  Handle length: 3"";  Handle diameter: 11/2"".  Scratchty",5,EA,H
5120002211597,Hardware,Sheet Holder Pliers,"Straight forceps made of forged steel have vertical working jaws with counterbored seats for accommodating sheet holders. Forceps are zinc plated. Opening measures 1"".",9.05,EA,H
5120002211668,Hardware,Lead Seal Hand Press,"Reversible upper die has ""US"" printed on one side and a blank surface on the other side; lower die is blank. Dies are reversible. Nickelplated hand press is for use by government inspectors to apply and secure lead seals on doors, crates, hasps and other",104.73,EA,H
5120002212731,Hardware,Marlin Spike (Wire Rope),"IAW GSA Drawing Number 212731. For use in opening and separating strands of wire rope for splicing. This marline spike has an oval, wedge shaped point and a crown or flat head with beveled edges. It has a smooth edged eye near the head that allows for ha",17.4,EA,H
5120002217063,Hardware,Machinist's Scriber (Double Point),"Knurled, adjustable sleeve has a chuck for securing the sleeve along a onepiece scribing point. Scriber's sleeve is 21/2 to 3"" long.  Overall length is 8 to 9"". Scratch awl/pick is useful for scribing, alignment, Oring removal, piercing holes in leathe",2.66,EA,H
5120002217947,Hardware,Torque Wrench (Indicating),"Capacity: 0 to 600 inch pounds in 25 inch pound increments. Type 1: Indicating, Class A: Deflecting Beam, Style 1: Plain Scale. Insure the proper torque is applied to all your nuts and bolts with these indicating torque wrenches. These indicating type tor",109.11,EA,H
5120002217957,Hardware,Socket Wrench (Reversible Ratchet),"Style B: Fine Action. This socket wrench has a steel handle, round shank and comfortable handgrip. The male drive tang has a spring loaded steel ball to hold sockets and attachments firmly in place. It has a gear head or clutch type ratchet mechanism and ",16.04,EA,H
5120002217958,Hardware,Socket Wrench (Breaker Bar),This steel breaker bar has a round shank and comfortable handgrip. The square male drive tang has a spring loaded steel ball to hold the sockets and attachments firmly. The hinged socket drive is permanently attached to the handle fork and can move 90° to,9.7,EA,H
5120002217959,Hardware,Socket Wrench (Breaker Bar),This steel breaker bar has a round shank and comfortable handgrip. The square male drive tang has a spring loaded steel ball to hold the sockets and attachments firmly. The hinged socket drive is permanently attached to the handle fork and can move 90° to,31.05,EA,H
5120002217968,Hardware,Socket Wrench (Reversible Ratchet),"Style A: Coarse Action. This socket wrench has a steel handle, round shank and comfortable handgrip. The male drive tang has a spring loaded steel ball to hold sockets and attachments firmly in place. It has a gear head or clutch type ratchet mechanism an",130.53,EA,H
5120002217980,Hardware,"Box Wrench (Double Head, Ratchet)","Type I: Laminated construction. Double headed, reversible steel box wrench has a corrosion resistant coating & a comfortable handgrip. B107.66",5.42,EA,H
5120002217983,Hardware,Torque Wrench (Indicating),"Capacity Dual Scale: 0 to 600 foot pounds in 10 foot pound increments / 0 to 800 Newton meters in 13.5 Newton meter increments. Type 1: Indicating, Class C: Rigid Housing, Style 3: Scale with Memory Indicator. Insure the proper torque is applied to all yo",214.59,EA,H
5120002217988,Hardware,Socket Wrench (Breaker Bar),This steel breaker bar has a round shank and comfortable handgrip. The square male drive tang has a spring loaded steel ball to hold the sockets and attachments firmly. The hinged socket drive is permanently attached to the handle fork and can move 90° to,145.62,EA,H
5120002221534,Hardware,Screw Clamp,Cabinetmaker's handtype screw clamp has two coated straightgrained hardwood jaws that prevent moisture absorption. Also features two cylindrical steel bearings in each jaw and opposing steel screws with hardwood handles. Screws have righthand threads o,21.26,EA,H
5120002221612,Hardware,C Clamp,"Clamp consists of a forged steel frame and a steel screw. Used for clamping and holding materials in a fixed position. Features a smooth, flat, round anvil. Steel swivel is securely attached to the adjusting screw. Nonremovable handle is inserted through",19.27,EA,H
